지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
159,부산,2025-05-30 17:00,20.3,,3.5,90,66,0
159,부산,2025-05-30 18:00,19.8,,2.4,70,66,0
159,부산,2025-05-30 19:00,18.6,,2.4,70,71,0
159,부산,2025-05-30 20:00,17.6,,2.2,70,72,0
159,부산,2025-05-30 21:00,17.6,,2.2,50,69,0
159,부산,2025-05-30 22:00,17,,1.8,50,68,0
159,부산,2025-05-30 23:00,16.7,,2.3,70,58,0
159,부산,2025-05-31 0:00,16.4,,1.8,50,53,0
159,부산,2025-05-31 1:00,16.2,,1.6,50,53,0
159,부산,2025-05-31 2:00,16.2,,1.8,320,56,0
159,부산,2025-05-31 3:00,15.6,,0.5,160,57,1
159,부산,2025-05-31 4:00,15.6,,1.1,160,58,0
159,부산,2025-05-31 5:00,15.2,,1,50,63,0
159,부산,2025-05-31 6:00,15.1,,0.2,0,64,1
159,부산,2025-05-31 7:00,17,,1.5,270,59,0
159,부산,2025-05-31 8:00,19.2,,1.2,50,56,0
159,부산,2025-05-31 9:00,21.1,,2.2,180,52,0
159,부산,2025-05-31 10:00,22.1,,2.3,230,54,3
159,부산,2025-05-31 11:00,24.5,,1.2,290,43,5
159,부산,2025-05-31 12:00,25.4,,2.3,270,38,7
159,부산,2025-05-31 13:00,24,,4.1,180,53,6
159,부산,2025-05-31 14:00,22.2,,4.7,180,61,7
159,부산,2025-05-31 15:00,23.3,,2.8,180,59,3
159,부산,2025-05-31 16:00,21.5,,3.5,180,70,3
159,부산,2025-05-31 17:00,20.8,,2.8,180,70,4
159,부산,2025-05-31 18:00,20.2,,2.2,200,70,8
159,부산,2025-05-31 19:00,19.2,,2.2,180,75,8
159,부산,2025-05-31 20:00,18.7,,2,90,67,0
159,부산,2025-05-31 21:00,18.4,,1.8,70,61,7
159,부산,2025-05-31 22:00,18.1,,0.8,200,57,7
159,부산,2025-05-31 23:00,17.3,,0.2,0,55,8
159,부산,2025-06-01 0:00,17.3,,1.8,250,58,7
159,부산,2025-06-01 1:00,17.2,,2.4,290,58,5
159,부산,2025-06-01 2:00,16.8,,0.6,270,53,2
159,부산,2025-06-01 3:00,16.8,,0.9,290,49,0
159,부산,2025-06-01 4:00,16.9,,2.4,290,53,0
159,부산,2025-06-01 5:00,18.6,,4.1,320,49,0
159,부산,2025-06-01 6:00,19.1,,4.2,320,49,2
159,부산,2025-06-01 7:00,19.3,,2.2,70,54,2
159,부산,2025-06-01 8:00,20.7,,1.7,70,52,3
159,부산,2025-06-01 9:00,22.1,,1.7,70,51,0
159,부산,2025-06-01 10:00,22.6,,2.3,90,62,0
159,부산,2025-06-01 11:00,23.5,,2.4,160,56,0
159,부산,2025-06-01 12:00,23.1,,4.1,180,58,0
159,부산,2025-06-01 13:00,21.8,,4.5,200,68,4
159,부산,2025-06-01 14:00,22.9,,3.2,180,50,4
159,부산,2025-06-01 15:00,23.7,,3.3,140,50,7
159,부산,2025-06-01 16:00,22.3,,2.7,200,65,8
159,부산,2025-06-01 17:00,22.4,,3,180,71,5
159,부산,2025-06-01 18:00,21.3,,2.4,180,71,5
159,부산,2025-06-01 19:00,20,,2.9,200,80,7
159,부산,2025-06-01 20:00,19.6,,0.6,140,80,7
159,부산,2025-06-01 21:00,19.4,,2.6,200,81,8
159,부산,2025-06-01 22:00,18.9,,0.7,160,87,7
159,부산,2025-06-01 23:00,18.8,,0.9,180,87,6
159,부산,2025-06-02 0:00,18.3,,0.9,230,91,7
159,부산,2025-06-02 1:00,18,,1.2,230,93,8
159,부산,2025-06-02 2:00,17.9,,0.6,250,92,6
159,부산,2025-06-02 3:00,18,,1.1,20,89,9
159,부산,2025-06-02 4:00,17.7,,1.8,200,92,9
159,부산,2025-06-02 5:00,17.5,,0.9,180,93,9
159,부산,2025-06-02 6:00,17.8,,0.9,230,91,9
159,부산,2025-06-02 7:00,18.5,,1.4,50,87,9
159,부산,2025-06-02 8:00,19.7,,1.5,140,80,9
159,부산,2025-06-02 9:00,20.4,,2.2,200,79,9
159,부산,2025-06-02 10:00,20.2,0,2.9,180,81,10
159,부산,2025-06-02 11:00,20.9,0,2.1,180,76,10
159,부산,2025-06-02 12:00,20.9,0,2.4,180,73,10
159,부산,2025-06-02 13:00,20.6,0.2,3.1,200,74,10
159,부산,2025-06-02 14:00,20.9,0,2.8,200,79,10
159,부산,2025-06-02 15:00,21.6,0,2.2,290,63,10
159,부산,2025-06-02 16:00,21.5,0,2.8,230,58,10
159,부산,2025-06-02 17:00,19.5,0.3,3.8,200,72,10
159,부산,2025-06-02 18:00,18.4,0.2,2.5,180,80,10
159,부산,2025-06-02 19:00,17.9,0,0.4,0,84,10
159,부산,2025-06-02 20:00,18.2,0,2.4,70,73,10
159,부산,2025-06-02 21:00,18.2,0,2.5,90,76,10
159,부산,2025-06-02 22:00,17.8,0,1.9,50,81,10
159,부산,2025-06-02 23:00,17.3,0.1,2,50,86,10
159,부산,2025-06-03 0:00,17,0.2,1,90,92,10
159,부산,2025-06-03 1:00,16.9,0.1,2.3,50,89,10
159,부산,2025-06-03 2:00,16.8,0.6,2.1,50,91,10
159,부산,2025-06-03 3:00,16.6,1.4,2,20,94,10
159,부산,2025-06-03 4:00,16.7,1.5,0,0,95,10
159,부산,2025-06-03 5:00,16.7,0.4,1.3,340,94,10
159,부산,2025-06-03 6:00,16.8,0.2,1.7,320,92,10
159,부산,2025-06-03 7:00,17.1,0.1,1.1,70,94,10
159,부산,2025-06-03 8:00,17.9,0,0.7,360,94,10
159,부산,2025-06-03 9:00,20.5,,0.9,110,79,9
159,부산,2025-06-03 10:00,21.9,,1.7,110,75,5
159,부산,2025-06-03 11:00,20.5,,3.1,180,80,8
159,부산,2025-06-03 12:00,20.3,,2.8,160,79,9
159,부산,2025-06-03 13:00,21.9,,2.1,180,70,6
159,부산,2025-06-03 14:00,21,,4.6,180,73,1
159,부산,2025-06-03 15:00,20.6,,5.8,180,76,1
159,부산,2025-06-03 16:00,21.2,,4.3,180,75,1
159,부산,2025-06-03 17:00,21.9,,2.7,180,74,0
159,부산,2025-06-03 18:00,21.3,,1.7,180,75,1
159,부산,2025-06-03 19:00,21,,1,180,74,0
159,부산,2025-06-03 20:00,21.4,,1.5,250,50,0
159,부산,2025-06-03 21:00,21.9,,2.4,270,38,3
159,부산,2025-06-03 22:00,22.2,,4.8,270,34,8
159,부산,2025-06-03 23:00,21.1,,1.7,290,36,8
159,부산,2025-06-04 0:00,20.5,,1.1,320,33,8
159,부산,2025-06-04 1:00,20.4,,2.9,250,32,8
159,부산,2025-06-04 2:00,19.2,,2.7,270,38,7
159,부산,2025-06-04 3:00,18.9,,2.5,270,33,3
159,부산,2025-06-04 4:00,18.6,,2.4,270,33,0
159,부산,2025-06-04 5:00,18,,2.2,320,37,0
159,부산,2025-06-04 6:00,17.7,,1.7,290,38,0
159,부산,2025-06-04 7:00,18.5,,2.7,270,41,0
159,부산,2025-06-04 8:00,21.3,,3.9,230,34,0
159,부산,2025-06-04 9:00,22.4,,4.4,230,35,0
159,부산,2025-06-04 10:00,23.9,,4.1,230,39,0
159,부산,2025-06-04 11:00,23.5,,5.4,180,42,0
159,부산,2025-06-04 12:00,24.7,,5.5,180,46,0
159,부산,2025-06-04 13:00,25,,5.8,200,42,0
159,부산,2025-06-04 14:00,25.4,,4.8,200,41,0
159,부산,2025-06-04 15:00,24.8,,5.5,200,44,0
159,부산,2025-06-04 16:00,24.6,,7.5,230,45,0
159,부산,2025-06-04 17:00,24.7,,6.1,200,50,0
159,부산,2025-06-04 18:00,24.6,,4.5,200,50,0
159,부산,2025-06-04 19:00,23.8,,4.6,230,51,0
159,부산,2025-06-04 20:00,24.1,,4.7,270,24,0
159,부산,2025-06-04 21:00,23.5,,4.9,270,25,0
159,부산,2025-06-04 22:00,22.6,,3.6,270,27,0
159,부산,2025-06-04 23:00,22,,4.7,270,31,0
159,부산,2025-06-05 0:00,21,,1.9,340,33,0
159,부산,2025-06-05 1:00,20.2,,2.4,320,37,0
159,부산,2025-06-05 2:00,19.4,,1.7,320,39,0
159,부산,2025-06-05 3:00,18.7,,3,290,44,0
159,부산,2025-06-05 4:00,19.4,,4.6,320,43,0
159,부산,2025-06-05 5:00,18.4,,2.5,90,44,0
159,부산,2025-06-05 6:00,18.6,,2.3,140,45,0
159,부산,2025-06-05 7:00,20.3,,2.7,360,46,0
159,부산,2025-06-05 8:00,22.2,,2,20,41,0
159,부산,2025-06-05 9:00,23.4,,3.1,270,39,1
159,부산,2025-06-05 10:00,24.5,,2.5,250,40,0
159,부산,2025-06-05 11:00,25,,5.4,180,41,1
159,부산,2025-06-05 12:00,24.8,,6.8,180,41,1
159,부산,2025-06-05 13:00,24.3,,5.6,200,46,2
159,부산,2025-06-05 14:00,23.8,,4.8,180,56,5
159,부산,2025-06-05 15:00,23.8,,4.1,180,53,8
159,부산,2025-06-05 16:00,23.7,,4.5,180,46,8
159,부산,2025-06-05 17:00,23.1,,5.7,180,37,9
159,부산,2025-06-05 18:00,21.4,,4.7,180,47,8
159,부산,2025-06-05 19:00,20.5,,4.3,180,57,9
159,부산,2025-06-05 20:00,19.9,,3,200,61,6
159,부산,2025-06-05 21:00,19.3,,3.2,180,64,3
159,부산,2025-06-05 22:00,18.8,,2.9,180,66,2
159,부산,2025-06-05 23:00,19.2,,2.4,230,57,6
159,부산,2025-06-06 0:00,19.8,,4.2,250,54,3
159,부산,2025-06-06 1:00,19.7,,3.3,270,58,7
159,부산,2025-06-06 2:00,18.9,,4.1,230,64,6
159,부산,2025-06-06 3:00,18.5,,2.5,180,73,9
159,부산,2025-06-06 4:00,18.3,,2.1,200,70,8
159,부산,2025-06-06 5:00,18.9,,3.1,270,63,7
159,부산,2025-06-06 6:00,19,,2.9,230,64,8
159,부산,2025-06-06 7:00,19.6,,3.1,200,68,9
159,부산,2025-06-06 8:00,20.6,,2.9,200,66,8
159,부산,2025-06-06 9:00,21.5,,2.7,200,67,9
159,부산,2025-06-06 10:00,23.8,,3.7,200,52,9
159,부산,2025-06-06 11:00,25,,5.1,250,37,8
159,부산,2025-06-06 12:00,24.4,,3.7,180,53,9
159,부산,2025-06-06 13:00,23.3,,3.7,180,62,9
159,부산,2025-06-06 14:00,24.9,,3.6,200,54,9
159,부산,2025-06-06 15:00,21.4,,3.1,160,68,9
159,부산,2025-06-06 16:00,21.3,0,3.5,200,61,10
159,부산,2025-06-06 17:00,21.5,0,5.1,200,57,10
159,부산,2025-06-06 18:00,21.7,0,3.7,270,53,10
159,부산,2025-06-06 19:00,20.5,,4.3,200,64,9
159,부산,2025-06-06 20:00,20.8,,1.6,250,53,10
159,부산,2025-06-06 21:00,20,,1.4,160,64,8
159,부산,2025-06-06 22:00,21,,2.4,230,46,7
159,부산,2025-06-06 23:00,20.3,,2.8,180,55,3
159,부산,2025-06-07 0:00,20.6,,3.1,200,50,4
159,부산,2025-06-07 1:00,19.9,,2.2,230,56,6
159,부산,2025-06-07 2:00,19.7,,2.6,180,61,7
159,부산,2025-06-07 3:00,19.8,,1.5,200,60,3
159,부산,2025-06-07 4:00,20.3,,3,250,59,5
159,부산,2025-06-07 5:00,20,,4.1,250,68,7
159,부산,2025-06-07 6:00,20.2,,2.4,200,68,9
159,부산,2025-06-07 7:00,20.7,,2.7,230,67,9
159,부산,2025-06-07 8:00,21.8,,4,230,64,8
159,부산,2025-06-07 9:00,23.7,,3.5,230,61,7
159,부산,2025-06-07 10:00,24.8,,3.7,180,63,8
159,부산,2025-06-07 11:00,25.6,,4,180,60,8
159,부산,2025-06-07 12:00,25,,4.7,180,64,6
159,부산,2025-06-07 13:00,25,,4.7,180,60,8
159,부산,2025-06-07 14:00,25.9,,4.8,200,44,6
159,부산,2025-06-07 15:00,25,,5.2,180,43,5
159,부산,2025-06-07 16:00,24.8,,5.1,200,40,7
159,부산,2025-06-07 17:00,24.6,,5,200,42,7
159,부산,2025-06-07 18:00,23.2,,4,230,43,8
159,부산,2025-06-07 19:00,22.4,,4.5,230,47,9
159,부산,2025-06-07 20:00,21.4,,4,200,54,8
159,부산,2025-06-07 21:00,21.2,,4,230,58,9
159,부산,2025-06-07 22:00,21.3,,3.1,230,66,10
159,부산,2025-06-07 23:00,21.5,,4.2,250,74,10
159,부산,2025-06-08 0:00,21.7,,4,250,81,9
159,부산,2025-06-08 1:00,21.8,,5,250,85,10
159,부산,2025-06-08 2:00,21.7,,2.7,270,86,10
159,부산,2025-06-08 3:00,21.7,,5,250,87,9
159,부산,2025-06-08 4:00,21.6,,4.3,250,86,9
159,부산,2025-06-08 5:00,21.3,,2.8,250,85,9
159,부산,2025-06-08 6:00,21.5,,0.6,270,81,8
159,부산,2025-06-08 7:00,22.4,,1,160,80,9
159,부산,2025-06-08 8:00,22,,2,230,85,9
159,부산,2025-06-08 9:00,23.1,,3.2,180,81,9
159,부산,2025-06-08 10:00,22.9,,3.1,200,82,9
159,부산,2025-06-08 11:00,25.1,,3.3,180,75,5
159,부산,2025-06-08 12:00,25.7,,4.1,180,75,6
159,부산,2025-06-08 13:00,25.3,,4.3,180,74,7
159,부산,2025-06-08 14:00,24.3,,4.5,180,75,6
159,부산,2025-06-08 15:00,24.4,,5.3,180,76,7
159,부산,2025-06-08 16:00,24,,5.3,180,74,5
159,부산,2025-06-08 17:00,23.8,,3.4,200,76,7
159,부산,2025-06-08 18:00,22.8,,4.9,180,79,3
159,부산,2025-06-08 19:00,21.5,,3,180,84,2
159,부산,2025-06-08 20:00,20.7,,2.8,200,87,8
159,부산,2025-06-08 21:00,20.4,,2.2,200,88,8
159,부산,2025-06-08 22:00,20.6,,2.3,230,83,6
159,부산,2025-06-08 23:00,20.5,,0.8,200,81,0
159,부산,2025-06-09 0:00,20.4,,1.6,200,81,0
159,부산,2025-06-09 1:00,20.5,,2.4,250,83,3
159,부산,2025-06-09 2:00,20.5,,0.9,230,73,7
159,부산,2025-06-09 3:00,20,,1.5,230,84,7
159,부산,2025-06-09 4:00,20.5,,2.8,250,81,9
159,부산,2025-06-09 5:00,20.4,,0.6,230,82,9
159,부산,2025-06-09 6:00,20.4,,1.2,50,81,9
159,부산,2025-06-09 7:00,19.9,,3.2,200,90,9
159,부산,2025-06-09 8:00,20.1,,0.1,0,89,9
159,부산,2025-06-09 9:00,21.1,,2.6,90,83,9
159,부산,2025-06-09 10:00,22,,2.5,90,77,9
159,부산,2025-06-09 11:00,23.1,,2.5,90,75,8
159,부산,2025-06-09 12:00,25,,2.2,90,66,8
159,부산,2025-06-09 13:00,24.9,,2.6,90,69,9
159,부산,2025-06-09 14:00,24,,2.5,70,73,9
159,부산,2025-06-09 15:00,23.6,,2.6,70,74,9
159,부산,2025-06-09 16:00,23.3,,1.9,70,75,9
159,부산,2025-06-09 17:00,21.7,,3.2,70,83,9
159,부산,2025-06-09 18:00,21,,2.9,90,86,9
159,부산,2025-06-09 19:00,20.7,,2.7,70,85,9
159,부산,2025-06-09 20:00,20.2,,2,70,86,8
159,부산,2025-06-09 21:00,19.9,,2.4,90,86,4
159,부산,2025-06-09 22:00,19.8,,2,70,87,8
159,부산,2025-06-09 23:00,19.9,,1.7,110,89,8
159,부산,2025-06-10 0:00,19.8,,1.2,90,90,10
159,부산,2025-06-10 1:00,19.9,,0.6,70,89,9
159,부산,2025-06-10 2:00,20,,0.2,0,87,9
159,부산,2025-06-10 3:00,19.5,,1.7,320,89,8
159,부산,2025-06-10 4:00,19.1,,1.6,270,90,2
159,부산,2025-06-10 5:00,20,,3.2,320,81,1
159,부산,2025-06-10 6:00,19.6,,0.7,70,86,1
159,부산,2025-06-10 7:00,20.8,,1.3,90,86,4
159,부산,2025-06-10 8:00,20,,1.5,70,90,8
159,부산,2025-06-10 9:00,23.4,,1.7,90,78,4
159,부산,2025-06-10 10:00,21.1,,4.1,200,86,8
159,부산,2025-06-10 11:00,22.7,,4.4,180,82,3
159,부산,2025-06-10 12:00,23.6,,3,200,75,5
159,부산,2025-06-10 13:00,24.2,,5.4,180,72,4
159,부산,2025-06-10 14:00,25.8,,5.3,180,63,7
159,부산,2025-06-10 15:00,24.7,,3.2,180,65,9
159,부산,2025-06-10 16:00,24.3,,3.2,200,68,9
159,부산,2025-06-10 17:00,23.4,,3.1,200,74,9
159,부산,2025-06-10 18:00,21.7,,3.8,200,82,9
159,부산,2025-06-10 19:00,20.7,,6.1,180,85,8
159,부산,2025-06-10 20:00,20.8,,1.5,160,83,10
159,부산,2025-06-10 21:00,21.6,,0.4,0,79,8
159,부산,2025-06-10 22:00,22.7,,1.9,200,76,10
159,부산,2025-06-10 23:00,22.9,,1.8,250,76,10
159,부산,2025-06-11 0:00,22.5,,1.3,230,78,9
159,부산,2025-06-11 1:00,22.4,,1.3,140,77,9
159,부산,2025-06-11 2:00,22.6,,1.3,180,70,10
159,부산,2025-06-11 3:00,22.8,,0.8,70,59,9
159,부산,2025-06-11 4:00,22.6,,1.3,270,61,9
159,부산,2025-06-11 5:00,22.1,,1.5,320,63,9
159,부산,2025-06-11 6:00,21.9,,2,320,64,9
159,부산,2025-06-11 7:00,22,,0.9,360,61,8
159,부산,2025-06-11 8:00,22.9,,2.1,250,47,9
159,부산,2025-06-11 9:00,23.6,,1.4,110,42,8
159,부산,2025-06-11 10:00,25,,2.5,290,38,9
159,부산,2025-06-11 11:00,27.1,,2,290,39,8
159,부산,2025-06-11 12:00,29,,1.8,140,34,8
159,부산,2025-06-11 13:00,28.7,,3.9,180,38,8
159,부산,2025-06-11 14:00,28.9,,4.8,160,35,7
159,부산,2025-06-11 15:00,26.3,,4,180,47,7
159,부산,2025-06-11 16:00,25.1,,4.2,180,57,4
159,부산,2025-06-11 17:00,25.3,,2.6,200,56,2
159,부산,2025-06-11 18:00,23.8,,3.1,200,65,1
159,부산,2025-06-11 19:00,22.4,,3.7,200,61,0
159,부산,2025-06-11 20:00,21.3,,3.4,200,61,0
159,부산,2025-06-11 21:00,21.3,,3.7,200,60,7
159,부산,2025-06-11 22:00,20.9,,2.5,200,66,9
159,부산,2025-06-11 23:00,20.7,,1.4,230,67,7
159,부산,2025-06-12 0:00,21.9,,2.2,250,47,9
159,부산,2025-06-12 1:00,22,,1.7,320,44,9
159,부산,2025-06-12 2:00,22.5,,2.7,320,47,9
159,부산,2025-06-12 3:00,22.5,,1.3,250,46,9
159,부산,2025-06-12 4:00,22.1,,1.2,50,51,9
159,부산,2025-06-12 5:00,21.1,,2.3,70,58,9
159,부산,2025-06-12 6:00,20.7,,2.1,50,63,8
159,부산,2025-06-12 7:00,21.1,,1.1,70,71,9
159,부산,2025-06-12 8:00,21.8,,1.9,90,70,9
159,부산,2025-06-12 9:00,22.2,,1.8,90,68,9
159,부산,2025-06-12 10:00,23.4,,2.1,90,66,9
159,부산,2025-06-12 11:00,24.6,,0.9,140,62,9
159,부산,2025-06-12 12:00,23.1,,3.4,180,66,9
159,부산,2025-06-12 13:00,22.9,,2.5,180,68,9
159,부산,2025-06-12 14:00,21.7,,3.1,200,76,9
159,부산,2025-06-12 15:00,23.3,,3.7,180,67,9
159,부산,2025-06-12 16:00,23,,3.5,180,71,9
159,부산,2025-06-12 17:00,22.6,,3.1,180,76,9
159,부산,2025-06-12 18:00,21.2,,4.4,180,86,8
159,부산,2025-06-12 19:00,20.3,,3.4,200,88,10
159,부산,2025-06-12 20:00,19.9,,3.3,180,90,9
159,부산,2025-06-12 21:00,19.5,,1,180,90,7
159,부산,2025-06-12 22:00,19.4,,1.6,180,87,8
159,부산,2025-06-12 23:00,19.3,,0.8,230,86,8
159,부산,2025-06-13 0:00,19.3,,0,0,84,9
159,부산,2025-06-13 1:00,19.2,,0.3,0,84,10
159,부산,2025-06-13 2:00,19.1,,1.6,50,86,10
159,부산,2025-06-13 3:00,19,,0,0,85,8
159,부산,2025-06-13 4:00,19.4,,0,0,82,8
159,부산,2025-06-13 5:00,19.8,,0,0,83,9
159,부산,2025-06-13 6:00,20,,0.1,0,84,9
159,부산,2025-06-13 7:00,20.7,,0.8,50,84,9
159,부산,2025-06-13 8:00,21.6,,1.1,160,81,9
159,부산,2025-06-13 9:00,22.2,0,1.8,160,79,10
159,부산,2025-06-13 10:00,21.9,0,2.6,180,80,9
159,부산,2025-06-13 11:00,23.5,0,2.8,160,77,9
159,부산,2025-06-13 12:00,23.3,,2,200,76,10
159,부산,2025-06-13 13:00,23.8,,2.5,180,74,9
159,부산,2025-06-13 14:00,24.1,0,2.1,180,74,9
159,부산,2025-06-13 15:00,22.9,0,1.3,180,80,9
159,부산,2025-06-13 16:00,22.7,0,1.4,20,80,9
159,부산,2025-06-13 17:00,22.7,0,1,70,79,9
159,부산,2025-06-13 18:00,21.7,0.1,1.2,50,85,10
159,부산,2025-06-13 19:00,20.9,0.5,1.3,70,92,10
159,부산,2025-06-13 20:00,20.6,0,1.9,50,92,10
159,부산,2025-06-13 21:00,20.3,0.5,1.9,50,93,10
159,부산,2025-06-13 22:00,20.2,0.6,2.7,50,94,10
159,부산,2025-06-13 23:00,20.4,5.4,1.9,50,95,10
159,부산,2025-06-14 0:00,20.6,4.7,2.1,50,96,10
159,부산,2025-06-14 1:00,20.9,60.2,1,110,96,10
159,부산,2025-06-14 2:00,21.2,8.5,0.8,50,96,10
159,부산,2025-06-14 3:00,21.4,19.2,0,0,97,10
159,부산,2025-06-14 4:00,21.6,10.2,0,0,96,10
159,부산,2025-06-14 5:00,22.2,7.6,5.5,200,96,10
159,부산,2025-06-14 6:00,21.8,5.1,4.7,200,97,10
159,부산,2025-06-14 7:00,22.4,4,10.5,230,96,10
159,부산,2025-06-14 8:00,21.7,0,6.5,200,96,10
159,부산,2025-06-14 9:00,22.1,8,10,200,96,10
159,부산,2025-06-14 10:00,22.4,21.6,4,230,95,10
159,부산,2025-06-14 11:00,22.6,11.7,2.9,230,96,10
159,부산,2025-06-14 12:00,22.3,3.7,6.7,200,95,10
159,부산,2025-06-14 13:00,22.5,2.8,5.4,200,95,10
159,부산,2025-06-14 14:00,21.8,0.7,3.7,200,96,10
159,부산,2025-06-14 15:00,21.9,2.5,4.2,230,96,10
159,부산,2025-06-14 16:00,21,0.8,2.7,180,96,10
159,부산,2025-06-14 17:00,21,,1.5,230,97,10
159,부산,2025-06-14 18:00,21.3,0,0,0,96,10
159,부산,2025-06-14 19:00,21.7,0.1,0.8,70,96,10
159,부산,2025-06-14 20:00,21.4,0,0.1,0,96,10
159,부산,2025-06-14 21:00,21.2,,1,50,96,10
159,부산,2025-06-14 22:00,21.4,,0.8,290,96,9
159,부산,2025-06-14 23:00,20.1,,2,230,96,10
159,부산,2025-06-15 0:00,19.9,,2,230,97,10
159,부산,2025-06-15 1:00,20.2,,2.3,230,97,10
159,부산,2025-06-15 2:00,20.6,,2.2,180,96,10
159,부산,2025-06-15 3:00,20.8,,1.8,200,97,10
159,부산,2025-06-15 4:00,21,,2.6,230,97,10
159,부산,2025-06-15 5:00,21,,1.3,230,97,10
159,부산,2025-06-15 6:00,19.8,,3.7,180,97,10
159,부산,2025-06-15 7:00,19.3,,2.7,200,97,10
159,부산,2025-06-15 8:00,19.6,,3,200,96,10
159,부산,2025-06-15 9:00,19.4,,2.5,230,96,10
159,부산,2025-06-15 10:00,20.2,,2,200,92,10
159,부산,2025-06-15 11:00,20.4,,3.7,230,93,10
159,부산,2025-06-15 12:00,22.1,,3,230,87,9
159,부산,2025-06-15 13:00,22.6,,3.7,200,83,4
159,부산,2025-06-15 14:00,24,,4.9,160,82,2
159,부산,2025-06-15 15:00,24.2,,3.9,180,75,3
159,부산,2025-06-15 16:00,23.7,,4.1,200,83,7
159,부산,2025-06-15 17:00,22.5,,2.1,180,91,9
159,부산,2025-06-15 18:00,22.1,,4,200,93,10
159,부산,2025-06-15 19:00,21.5,0,2.4,200,95,10
159,부산,2025-06-15 20:00,21.3,0.8,3.3,200,96,10
159,부산,2025-06-15 21:00,21.8,0,3.9,230,97,10
159,부산,2025-06-15 22:00,21.6,0.1,5,230,97,10
159,부산,2025-06-15 23:00,21.5,2.7,3,200,96,10
159,부산,2025-06-16 0:00,21.6,3.1,6.1,230,97,10
159,부산,2025-06-16 1:00,21.4,0.1,5,200,96,10
159,부산,2025-06-16 2:00,21.5,0.4,3.2,200,96,10
159,부산,2025-06-16 3:00,21.8,0.3,3.6,200,96,10
159,부산,2025-06-16 4:00,21.8,0,4.3,180,96,10
159,부산,2025-06-16 5:00,22,,2.4,230,96,10
159,부산,2025-06-16 6:00,21.5,,3.4,200,96,10
159,부산,2025-06-16 7:00,22,,2.7,230,96,10
159,부산,2025-06-16 8:00,21.4,,2.3,180,95,10
159,부산,2025-06-16 9:00,20.1,0,3.7,200,95,10
159,부산,2025-06-16 10:00,21.5,2.8,3.1,230,97,10
159,부산,2025-06-16 11:00,22.1,2.7,5.2,250,95,10
159,부산,2025-06-16 12:00,22.4,3.3,2.7,180,94,10
159,부산,2025-06-16 13:00,21.7,0.1,3.6,200,93,10
159,부산,2025-06-16 14:00,23.4,,4.6,250,86,8
159,부산,2025-06-16 15:00,23.8,,5.9,250,84,8
159,부산,2025-06-16 16:00,24.5,,6.7,250,75,6
159,부산,2025-06-16 17:00,26.4,,2.5,230,67,5
159,부산,2025-06-16 18:00,23.7,,3.1,230,78,3
159,부산,2025-06-16 19:00,23.9,,4.6,230,75,0
159,부산,2025-06-16 20:00,20.6,,6.6,200,85,0
159,부산,2025-06-16 21:00,19.9,,3.6,230,90,2
159,부산,2025-06-16 22:00,19.6,,1.2,160,89,0
159,부산,2025-06-16 23:00,20.1,,6.2,230,90,8
159,부산,2025-06-17 0:00,20,,5.4,230,92,5
159,부산,2025-06-17 1:00,20.2,,5.1,230,92,0
159,부산,2025-06-17 2:00,20.4,,5.3,230,90,4
159,부산,2025-06-17 3:00,20.7,,5.8,200,89,8
159,부산,2025-06-17 4:00,20.1,,3.8,200,89,4
159,부산,2025-06-17 5:00,20.1,,3.8,200,89,8
159,부산,2025-06-17 6:00,20,,3.9,250,91,9
159,부산,2025-06-17 7:00,20.9,,4.7,230,87,9
159,부산,2025-06-17 8:00,20.9,,5.3,200,89,9
159,부산,2025-06-17 9:00,21.8,,7.1,230,87,8
159,부산,2025-06-17 10:00,22.8,,6.3,200,85,6
159,부산,2025-06-17 11:00,23.6,,7.1,230,81,8
159,부산,2025-06-17 12:00,23.9,,7,230,78,8
159,부산,2025-06-17 13:00,24.9,,6.6,230,76,8
159,부산,2025-06-17 14:00,25,,6.2,200,76,6
159,부산,2025-06-17 15:00,25.3,,6.2,230,74,4
159,부산,2025-06-17 16:00,24.4,,5.7,200,81,9
159,부산,2025-06-17 17:00,23,,6.9,200,87,9
159,부산,2025-06-17 18:00,22.8,,5.7,230,88,9
159,부산,2025-06-17 19:00,22.1,,6,230,91,7
159,부산,2025-06-17 20:00,22.1,,4.7,230,92,6
159,부산,2025-06-17 21:00,22,,6.1,230,93,9
159,부산,2025-06-17 22:00,22,,4.8,230,93,3
159,부산,2025-06-17 23:00,21.6,,3.7,230,94,7
159,부산,2025-06-18 0:00,21,,3.2,200,96,10
159,부산,2025-06-18 1:00,20.9,,5.1,230,96,10
159,부산,2025-06-18 2:00,20.7,,5.4,250,97,10
159,부산,2025-06-18 3:00,20.6,,2,230,97,10
159,부산,2025-06-18 4:00,20.6,,2.9,180,97,10
159,부산,2025-06-18 5:00,20.4,,2.8,230,97,8
159,부산,2025-06-18 6:00,20,,2.2,180,97,10
159,부산,2025-06-18 7:00,20.3,,0.1,0,97,8
159,부산,2025-06-18 8:00,21.3,,1.7,180,94,6
159,부산,2025-06-18 9:00,21.5,,4.1,180,90,8
159,부산,2025-06-18 10:00,21.8,,4.1,180,87,4
159,부산,2025-06-18 11:00,21.7,,4.6,200,86,3
